Address,Latitude,Longitude,Name,Risk Category Improved,Violation Description Improved,Avg. Inspection Score,Avg. Rating
1705 Haight St,37.76944041,-122.4509244,Siam Lotus Thai Cuisine,Low Risk,Unapproved or unmaintained equipment or utensils,94,4
3807 24th St,37.7515,-122.42768,Shufat Market,Moderate Risk,Moderate risk food holding temperature,94,4
50 Post St,37.7891276,-122.4029268,Shlap Muan by Braised + Bread,No Risk,No violation found,100,4.5
50 Post St,37.7891276,-122.4029268,Shlap Muan by Braised + Bread,Moderate Risk,Moderate risk food holding temperature,96,4.5
50 Post St,37.7891276,-122.4029268,Shlap Muan by Braised + Bread,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4.5
50 Post St,37.7891276,-122.4029268,Shlap Muan by Braised + Bread,Low Risk,Unapproved or unmaintained equipment or utensils,85,4.5
370 14th St,37.768314,-122.421642,Shizen Vegan Sushi Bar & Izakaya,Moderate Risk,Moderate risk food holding temperature,92,4.5
59 30th St,37.742213,-122.423143,Shish Ke Baba,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,5
2001 Taraval St,37.7423844,-122.4876569,Shin Toe Bul Yi,Moderate Risk,Foods not protected from contamination,90,4
3251 20th Ave,37.72808165,-122.4770809,Shihlin Taiwan Street Snacks,No Risk,No violation found,100,3
3251 20th Ave,37.72808165,-122.4770809,Shihlin Taiwan Street Snacks,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,84,3
3251 20th Ave,37.72808165,-122.4770809,Shihlin Taiwan Street Snacks,Moderate Risk,Inadequate and inaccessible handwashing facilities,88.33333333,3
3251 20th Ave,37.72808165,-122.4770809,Shihlin Taiwan Street Snacks,Moderate Risk,Foods not protected from contamination,93,3
3251 20th Ave,37.72808165,-122.4770809,Shihlin Taiwan Street Snacks,Low Risk,Unclean or degraded floors walls or ceilings,69,3
2500 Mason St,37.80712,-122.41305,Sheraton Fisherman's Wharf Hotel,Low Risk,Unapproved or unmaintained equipment or utensils,94,3
816 Irving St,37.76409763,-122.4666919,Sheng Kee Bakery,Low Risk,Unclean or degraded floors walls or ceilings,96,3.5
601 Lincoln Way,37.76575913,-122.464501,Shell,Low Risk,Unapproved or unmaintained equipment or utensils,98,2.5
1419 Fillmore St,37.78274369,-122.4328398,Sheba Piano Lounge,Low Risk,Unclean or degraded floors walls or ceilings,84,4
865 Market St,37.78400965,-122.4073694,Sharetea,No Risk,No violation found,100,3
865 Market St,37.78400965,-122.4073694,Sharetea,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,3
865 Market St,37.78400965,-122.4073694,Sharetea,Moderate Risk,Inadequate and inaccessible handwashing facilities,88,3
865 Market St,37.78400965,-122.4073694,Sharetea,Low Risk,Unclean or degraded floors walls or ceilings,96,3
865 Market St,37.78400965,-122.4073694,Sharetea,Low Risk,Unapproved or unmaintained equipment or utensils,96,3
865 Market St,37.78400965,-122.4073694,Sharetea,Low Risk,Inadequate ventilation or lighting,78,3
865 Market St,37.78400965,-122.4073694,Sharetea,High Risk,Improper cooling methods,89,3
915 Taraval St,37.74297372,-122.4759232,Shannon Arms,No Risk,No violation found,100,3.5
3641 Balboa St,37.77547,-122.49795,Shanghai House,Moderate Risk,Foods not protected from contamination,82,3.5
696 Monterey Blvd,37.7316655,-122.4510301,Shanghai Dumpling King,Moderate Risk,Moderate risk food holding temperature,86,3.5
696 Monterey Blvd,37.7316655,-122.4510301,Shanghai Dumpling King,Low Risk,Food safety certificate or food handler card not available,82,3.5
1559 Mission St,37.77319,-122.41787,Shanghai China Restaurant,Low Risk,Inadequate dressing rooms or improper storage of personal items,85,3
1409 Polk St,37.78976012,-122.4206604,Shalimar Restaurant,Low Risk,Low risk vermin infestation,88.66666667,3.5
6255 Geary Blvd,37.77980042,-122.4866028,Shai Lai Seafood Restaurant,Low Risk,Unclean or degraded floors walls or ceilings,67,3.5
1050 Valencia St,37.75594,-122.42122,Shabu House,Low Risk,Unclean nonfood contact surfaces,92,4
1050 Valencia St,37.75594,-122.42122,Shabu House,High Risk,Unclean or unsanitary food contact surfaces,87,4
1050 Valencia St,37.75594,-122.42122,Shabu House,High Risk,Sewage or wastewater contamination,77,4
951 Clement St,37.78256914,-122.469567,Shabu Club,Low Risk,Unapproved or unmaintained equipment or utensils,87,4
219 King St,37.7773656,-122.3923865,Shabu Bar,Moderate Risk,Improper thawing methods,75,3
255 Kearny St,37.79058109,-122.404173,SF Wraps,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,94,4
810 Mission St,37.7839432,-122.4050985,SF Deli & Wine,Low Risk,Improper food storage,96,4
1415 Folsom St,37.7724716,-122.4129463,Sextant Coffee Roasters,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4
1896 Hyde St,37.7981712,-122.4186984,Seven Hills,Moderate Risk,Foods not protected from contamination,96,4.5
2750 21st St,37.75771,-122.40978,Serv-U-Market,No Risk,No violation found,100,5
4 Embarcadero Ctr,37.79494418,-122.3959031,Sens Restaurant,Low Risk,Food safety certificate or food handler card not available,96,3.5
2415 19th Ave,37.74268829,-122.4758291,Seniores Pizza,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,3.5
2415 19th Ave,37.74268829,-122.4758291,Seniores Pizza,Low Risk,Unclean or degraded floors walls or ceilings,77,3.5
2415 19th Ave,37.74268829,-122.4758291,Seniores Pizza,Low Risk,Low risk vermin infestation,92,3.5
559 Divisadero St,37.774785,-122.438,Seniore's Pizza,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,3.5
559 Divisadero St,37.774785,-122.438,Seniore's Pizza,Low Risk,Unclean or degraded floors walls or ceilings,77,3.5
Exploratorium,37.80113298,-122.3986728,Seismic Joint,Low Risk,Unapproved or unmaintained equipment or utensils,98,2
598 Market St,37.7889731,-122.4019531,Seismic Coffee,Low Risk,Unclean or degraded floors walls or ceilings,87,2.5
598 Market St,37.7889731,-122.4019531,Seismic Coffee,Low Risk,Permit license or inspection report not posted,90,2.5
439 Powell St,37.7888416,-122.4086066,Sears Fine Food,Low Risk,Unapproved or unmaintained equipment or utensils,91,3.5
1964 Hyde St,37.79905535,-122.4189685,Searchlight Market,Moderate Risk,Insufficient hot water or running water,92,3.5
545 Point Lobos Ave,37.77973604,-122.5093167,Seal Rock Inn Restaurant,Moderate Risk,Moderate risk food holding temperature,75,3
5957 Geary Blvd,37.7799501,-122.483546,Seakor Polish Delicatessen,Low Risk,Improper food storage,92,4.5
Pier 15,37.80236902,-122.3968165,SEAGLASS Restaurant,Low Risk,Unapproved or unmaintained equipment or utensils,98,2.5
Pier 15,37.80236902,-122.3968165,SEAGLASS Restaurant,Low Risk,Low risk vermin infestation,92,2.5
831 Clement St,37.78263,-122.46826,Seafood Center,Low Risk,Unapproved or unmaintained equipment or utensils,92,4.5
3940 Judah St,37.760589,-122.5045493,Sea Breeze Restaurant,High Risk,High risk vermin infestation,87,4
2800 California St,37.78829,-122.44078,Scopo Divino,Low Risk,Unapproved or unmaintained equipment or utensils,94,4.5
1965 Al Scoma Way,37.808952,-122.418487,Scoma's Restaurant,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4
521 Clement St,37.78267,-122.46493,Schubert's Bakery,Moderate Risk,Inadequate and inaccessible handwashing facilities,96,4.5
240 Front St,37.79395513,-122.3987924,Schroeder's,Low Risk,Improper storage of equipment utensils or linens,83,3.5
667 Commercial St,37.7940771,-122.4041854,Schilling & Co,No Risk,No violation found,100,3.5
856 Cole St,37.76607,-122.44975,Say Cheese,Moderate Risk,Moderate risk food holding temperature,94,4.5
1598 McAllister St,37.77796173,-122.4380798,Save-More Market,Low Risk,Unclean or degraded floors walls or ceilings,78,4
3801 17th St,37.76270517,-122.4308755,Saucy Asian,Low Risk,Unclean or degraded floors walls or ceilings,96,4
56 Belden Pl,37.7914699,-122.40366,Sauce - Belden,Low Risk,Low risk vermin infestation,88,4
2400 Harrison St,37.75889,-122.41274,Sasaki,No Risk,No violation found,100,4.5
3856 24th St,37.751706,-122.4288283,Saru Sushi Bar,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,4.5
865 Market St,37.783869,-122.406916,Sarku Japan,No Risk,No violation found,100,3
865 Market St,37.783869,-122.406916,Sarku Japan,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,86,3
865 Market St,37.783869,-122.406916,Sarku Japan,Moderate Risk,Inadequate and inaccessible handwashing facilities,88,3
865 Market St,37.783869,-122.406916,Sarku Japan,Low Risk,Unapproved or unmaintained equipment or utensils,96,3
865 Market St,37.783869,-122.406916,Sarku Japan,Low Risk,Inadequate ventilation or lighting,78,3
865 Market St,37.783869,-122.406916,Sarku Japan,High Risk,Improper cooling methods,89,3
2101 Fillmore St,37.78913,-122.43414,Santino’s Vino,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,92,4
704 Sutter St,37.7889514,-122.4124289,Sanraku,Moderate Risk,Moderate risk food holding temperature,88,4
704 Sutter St,37.7889514,-122.4124289,Sanraku,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,87,4
1033 Irving St,37.76377,-122.46906,San Tung 2,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,90,4
1031 Irving St,37.763693,-122.469008,San Tung,Moderate Risk,Improper thawing methods,85,4
848 Washington St,37.79523237,-122.4072255,San Sun,Low Risk,Improper storage use or identification of toxic substances,94,3.5
491 Bayshore Blvd,37.7402754,-122.4061328,San Pancho's Tacos,High Risk,Improper reheating of food,91,4.5
1290 9th Ave,37.7643108,-122.4661588,San Francisco's Hometown Creamery,No Risk,No violation found,100,4.5
141 Gough St,37.7747,-122.42271,San Francisco Wine & Cheese,Low Risk,Low risk vermin infestation,98,5
135 4th St,37.7840638,-122.4034835,San Francisco Soup Company,No Risk,No violation found,100,3.5
135 4th St,37.7840638,-122.4034835,San Francisco Soup Company,Moderate Risk,Moderate risk vermin infestation,94,3.5
135 4th St,37.7840638,-122.4034835,San Francisco Soup Company,Moderate Risk,Inadequate and inaccessible handwashing facilities,83,3.5
135 4th St,37.7840638,-122.4034835,San Francisco Soup Company,Low Risk,Unclean nonfood contact surfaces,90,3.5
850 Jones St,37.78929,-122.41352,San Francisco Rinse Laundromat,Low Risk,Improper storage use or identification of toxic substances,92,4
1100 Market St,37.780906,-122.41274,San Francisco Proper,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,96,3.5
1250 Columbus Ave,37.805694,-122.417682,San Francisco Marriott Fisherman's Wharf,Low Risk,Unapproved or unmaintained equipment or utensils,98,3.5
1 Ferry Building,37.79552117,-122.3934929,San Francisco Fish Company,No Risk,No violation found,100,3.5
1 Ferry Building,37.79552117,-122.3934929,San Francisco Fish Company,Moderate Risk,Insufficient hot water or running water,86,3.5
1 Ferry Building,37.79552117,-122.3934929,San Francisco Fish Company,Low Risk,Permit license or inspection report not posted,98,3.5
1 Ferry Building,37.79552117,-122.3934929,San Francisco Fish Company,High Risk,Unclean or unsanitary food contact surfaces,93,3.5
50 Post St,37.7891276,-122.4029268,San Francisco Farmers' Market at Crocker Galleria,No Risk,No violation found,100,4.5
50 Post St,37.7891276,-122.4029268,San Francisco Farmers' Market at Crocker Galleria,Moderate Risk,Moderate risk food holding temperature,96,4.5
50 Post St,37.7891276,-122.4029268,San Francisco Farmers' Market at Crocker Galleria,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,92,4.5
50 Post St,37.7891276,-122.4029268,San Francisco Farmers' Market at Crocker Galleria,Low Risk,Unapproved or unmaintained equipment or utensils,85,4.5
1097 Howard St,37.7779104,-122.408943,San Francisco Champagne Society,No Risk,No violation found,100,5
1750 Divisadero St,37.785973,-122.439697,San Francisco Athletic Club,Low Risk,Low risk vermin infestation,98,4
1750 Divisadero St,37.785973,-122.439697,San Francisco Athletic Club,Low Risk,Improper storage of equipment utensils or linens,90,4
1750 Divisadero St,37.785973,-122.439697,San Francisco Athletic Club,Low Risk,Improper food storage,94,4
2480 San Bruno Ave,37.73046875,-122.4051056,San Bruno Supermarket,Moderate Risk,Inadequate and inaccessible handwashing facilities,73,2
730 Howard St,37.78417745,-122.4020686,Samovar - Yerba Buena Gardens,High Risk,Improper cooling methods,87,4
84 2nd St,37.7881,-122.40028,Sammy's on 2nd,Moderate Risk,Moderate risk vermin infestation,96,4
1416 Bush St,37.78874193,-122.4206835,Sammy's Cafe,No Risk,No violation found,100,4
2990 Mission St,37.749645,-122.41834,Samiramis Imports,Moderate Risk,Inadequate and inaccessible handwashing facilities,84,4.5
374 Bush St,37.79101,-122.40357,Sam's Grill & Seafood Restaurant,Moderate Risk,Inadequate food safety knowledge or lack of certified food safety manager,87,3.5
1220 Market St,37.77846224,-122.4155106,SAM's Diner,Low Risk,Unclean or degraded floors walls or ceilings,86,4
246 Ritch St,37.78023065,-122.3958425,Sam's Chowder Mobile,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,88,3.5
222 Powell St,37.7867967,-122.4079124,Sam's Cable Car Lounge,High Risk,Unclean or unsanitary food contact surfaces,89,4
713 Clay St,37.7942543,-122.4051132,Sam Wo Restaurant,Moderate Risk,Insufficient hot water or running water,75,4
545 Mission St,37.78868485,-122.3983307,Salt House,High Risk,High risk food holding temperature,89,3.5
2201 Fillmore St,37.78993,-122.43432,Salt & Straw,No Risk,No violation found,100,4.5
586 Hayes St,37.7766412,-122.4259532,Salt & Straw,No Risk,No violation found,100,4.5
300 De Haro St,37.765728,-122.401816,Sally's Restaurant,Low Risk,Wiping cloths not clean or properly stored or inadequate sanitizer,84,3.5
920 Geary St,37.7862587,-122.4185715,Salem Grocery,Low Risk,Improper food labeling or menu misrepresentation,94,2.5
604 Geary St,37.7868447,-122.4134013,Salama Halal Meat,Moderate Risk,Inadequate and inaccessible handwashing facilities,90,4
626 Clement St,37.7830954,-122.466049,Sakesan Sushi & Bistro,High Risk,Unclean hands or improper use of gloves,83,4
2878 24th St,37.75288,-122.40984,Sake Bomb,Low Risk,Unclean or degraded floors walls or ceilings,96,4.5
605 Post St,37.7876998,-122.4118891,Sakana Sushi & Grill,Moderate Risk,Improper thawing methods,90,4
5701 Geary Blvd,37.77997,-122.48059,Sakana Bune Japanese Restaurant,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,73,3.5
3348 Steiner St,37.80038,-122.43754,Saiwalks,High Risk,Improper cooling methods,93,3.5
2240 Irving St,37.76355,-122.48227,Saiwaii Ramen,Moderate Risk,Foods not protected from contamination,94,3.5
178 Townsend St,37.77973,-122.39251,Saison,Moderate Risk,Inadequately cleaned or sanitized food contact surfaces,90,4
2340 Polk St,37.798473,-122.422026,Saint Frank Coffee,Moderate Risk,Moderate risk vermin infestation,94,4.5
2340 Polk St,37.798473,-122.422026,Saint Frank Coffee,Moderate Risk,Inadequate and inaccessible handwashing facilities,94,4.5
560 Larkin St,37.78315196,-122.417318,Saigon Sandwich,Low Risk,No thermometers or uncalibrated thermometers,91,4.5
505 Washington St,37.79561566,-122.4019062,Sai's Restaurant,High Risk,High risk food holding temperature,85,3.5
685 Townsend St,37.770289,-122.403161,Saffron 685,No Risk,No violation found,100,4
4950 Mission St,37.71987712,-122.4388501,Safeway,No Risk,No violation found,100,1.5
4950 Mission St,37.71987712,-122.4388501,Safeway,High Risk,Unclean hands or improper use of gloves,81,1.5
2020 Market St,37.76908207,-122.4282718,Safeway,No Risk,No violation found,100,2.5
2020 Market St,37.76908207,-122.4282718,Safeway,High Risk,High risk food holding temperature,87,2.5
1335 Webster St,37.782728,-122.431635,Safeway,Moderate Risk,Moderate risk food holding temperature,83,2.5
1335 Webster St,37.782728,-122.431635,Safeway,Low Risk,Permit license or inspection report not posted,98,2.5
15 Marina Blvd,37.80445878,-122.4328996,Safeway,Low Risk,Unclean or degraded floors walls or ceilings,98,3
2095 Hayes St,37.77324698,-122.450823,Sacred Grounds Coffee House,Low Risk,Unapproved or unmaintained equipment or utensils,91,3.5
3200 Fillmore St,37.7991232,-122.4357345,Sabrosa,Low Risk,Low risk vermin infestation,92,3
419 Grant Ave,37.79084,-122.4058,Sabra Grill,Low Risk,Food safety certificate or food handler card not available,98,3.5
3263 Mission St,37.7446726,-122.4203066,Sabor de San Miguel,High Risk,High risk vermin infestation,84,4
2809 Taylor St,37.80753089,-122.41578,Sabella & La Torre,Low Risk,Improper storage of equipment utensils or linens,90,3.5
329 Kearny St,37.79118324,-122.4042898,Sababa,Moderate Risk,Moderate risk food holding temperature,92,4.5
