Address,Alias (Businesses),Alias (Businesses.Categories),Calculation1,Calculation2,Risk Category Improved,address_health_lower,yelp_address,City,Country,Display Address,Display Phone,Distance,Id,Image Url,Is Closed,Latitude,Latitude (Region.Center),Longitude,Longitude (Region.Center),Name,Phone,Price1,Rating,Review Count,Violation Description Improved,State,Table Names,Title,Total,Transactions,Url,Zip Code,Business Name Lower,Business Address,Business City,Business Id,Business Name,Business Phone Number,Business Postal Code,Business State,businesses Index (generated),categories Index (generated),Display Name Lower,Inspection Date,Inspection Id,Inspection Score,Inspection Type,Risk Category,transactions Index (generated),Violation Description,Violation Id
1 Maritime Plz,le-petit-cafe-san-francisco,sandwiches,,,Moderate Risk,1 maritime plaza,1 maritime plz,San Francisco,US,1 Maritime Plz,(415) 951-8514,5053.533921,BNclpAIcHH8v0zC2w5jdXQ,https://s3-media2.fl.yelpcdn.com/bphoto/2uBM4omx3yLl34BAOYqKXw/o.jpg,FALSE,37.79552366,37.76089939,-122.3992012,-122.4364471,Le Petit Cafe,14159518514,$,4,31,Insufficient hot water or running water,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sandwiches,75,pickup,https://www.yelp.com/biz/le-petit-cafe-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94111,le petit cafe,1 Maritime Plaza,San Francisco,886,Le Petit Cafe,,94111,CA,1,1,le petit cafe,4/29/19,886_20190429,96,Routine - Unscheduled,Moderate Risk,1,Insufficient hot water or running water,886_20190429_103129
100 Bush St,happy-donuts-san-francisco-19,donuts,,,Moderate Risk,100 bush st #101,100 bush st,San Francisco,US,100 Bush St,(415) 398-6769,4674.71107,mk2WW5bA-0WfQP1Uo17_Sg,https://s3-media1.fl.yelpcdn.com/bphoto/YEhZbhrD36jWEChMbVqEUA/o.jpg,FALSE,37.791478,37.76089939,-122.399946,-122.4364471,Happy Donuts,14153986769,$,3.5,218,Insufficient hot water or running water,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Donuts,161,pickup,https://www.yelp.com/biz/happy-donuts-san-francisco-19?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94111,happy donuts,100 Bush St #101,San Francisco,892,Happy Donuts,,94104,CA,1,1,happy donuts,6/13/19,892_20190613,92,Routine - Unscheduled,Moderate Risk,1,Insufficient hot water or running water,892_20190613_103129
420 Castro St,marcellos-pizza-san-francisco,pizza,,,No Risk,420 castro st,420 castro st,San Francisco,US,420 Castro St,(415) 863-3900,161.1107313,AQviX2W0XXJqYtc73KaNxQ,https://s3-media2.fl.yelpcdn.com/bphoto/7bK4YRHh0lrzWzpasQiWiw/o.jpg,FALSE,37.76205,37.76089939,-122.43538,-122.4364471,Marcello's Pizza,14158633900,$,4,712,No violation found,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,67,pickup,https://www.yelp.com/biz/marcellos-pizza-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94114,marcello's pizza,420 CASTRO St,San Francisco,902,MARCELLO'S PIZZA,14155863900,94114,CA,1,1,marcello's pizza,8/27/19,902_20190827,100,Routine - Unscheduled,,1,,
878 Valencia St,cafe-ethiopia-san-francisco,ethiopian,,,Moderate Risk,878 valencia st,878 valencia st,San Francisco,US,878 Valencia St,(415) 285-2728,1318.682832,O-UenHinrjyX1poNa4Cafw,https://s3-media3.fl.yelpcdn.com/bphoto/-WDWCOdDMGawy5Uc5w9lGg/o.jpg,FALSE,37.75887,37.76089939,-122.42162,-122.4364471,Cafe Ethiopia,14152852728,$$,3.5,453,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Ethiopian,31,delivery,https://www.yelp.com/biz/cafe-ethiopia-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,cafe ethiopia,878 Valencia St,San Francisco,929,Cafe Ethiopia,14155319097,94110,CA,1,1,cafe ethiopia,8/13/18,929_20180813,89,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,929_20180813_103124
4920 3rd St,peking-wok-restaurant-san-francisco,chinese,,,Low Risk,4920 03rd st,4920 3rd st,San Francisco,US,4920 3rd St,(415) 822-1818,4983.335344,I2B05NZUgigDU24PtTvlwQ,https://s3-media3.fl.yelpcdn.com/bphoto/t19738MzhvlEcM-Y7BTyCQ/o.jpg,FALSE,37.73382,37.76089939,-122.39138,-122.4364471,Peking Wok Restaurant,14158221818,$,4,28,Unclean nonfood contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,230,delivery,https://www.yelp.com/biz/peking-wok-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94124,peking wok restaurant,4920 03rd St,San Francisco,935,PEKING WOK RESTAURANT,,94124,CA,1,1,peking wok restaurant,7/8/19,935_20190708,87,Routine - Unscheduled,Low Risk,1,Unclean nonfood contact surfaces,935_20190708_103142
928 Geary St,irving-pizza-san-francisco-5,pizza,,,Low Risk,1825 irving st,928 geary st,San Francisco,US,928 Geary St,(415) 771-0110,3227.694104,qBpdp2DI-CKTgaxpEJpvvQ,https://s3-media2.fl.yelpcdn.com/bphoto/17ut8ygklBGXLt1jFd5pzA/o.jpg,FALSE,37.78628,37.76089939,-122.41867,-122.4364471,Irving Pizza,14157710110,$,3.5,227,Unclean or degraded floors walls or ceilings,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,63,pickup,https://www.yelp.com/biz/irving-pizza-san-francisco-5?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94109,irving pizza,1825 IRVING St,San Francisco,950,IRVING PIZZA,,94122,CA,1,1,irving pizza,9/9/19,950_20190909,98,Routine - Unscheduled,Low Risk,1,Unclean or degraded floors walls or ceilings,950_20190909_103154
3050 Taraval St,vanida-thai-kitchen-san-francisco,thai,,,Moderate Risk,3050 taraval st,3050 taraval st,San Francisco,US,3050 Taraval St,(415) 564-6766,5878.928374,uauHhqLPVP0ug-_qCzzT9Q,https://s3-media3.fl.yelpcdn.com/bphoto/vDj7NbhkhMLqVabggGEc7g/o.jpg,FALSE,37.7421497,37.76089939,-122.4989692,-122.4364471,Vanida Thai Kitchen,14155646766,$$,3.5,454,Foods not protected from contamination,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Thai,9,pickup,https://www.yelp.com/biz/vanida-thai-kitchen-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94116,vanida thai kitchen,3050 TARAVAL St,San Francisco,984,VANIDA THAI KITCHEN,,94116,CA,1,1,vanida thai kitchen,9/24/19,984_20190924,90,Routine - Unscheduled,Moderate Risk,1,Foods not protected from contamination,984_20190924_103133
3279 22nd St,heung-yuen-restaurant-san-francisco,chinese,,,Moderate Risk,3279 22nd st,3279 22nd st,San Francisco,US,3279 22nd St,(415) 648-2666,1541.420994,NGPpY1rZSuWZ7Sqdi43mCQ,https://s3-media2.fl.yelpcdn.com/bphoto/6nDPSzcj2WDPZbk0euhAGw/o.jpg,FALSE,37.7552018,37.76089939,-122.4203735,-122.4364471,Heung Yuen Restaurant,14156482666,$,4,287,Foods not protected from contamination,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Chinese,12,pickup,https://www.yelp.com/biz/heung-yuen-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,heung yuen restaurant,3279 22nd St,San Francisco,1000,HEUNG YUEN RESTAURANT,,94110,CA,1,1,heung yuen restaurant,6/17/19,1000_20190617,72,Routine - Unscheduled,Moderate Risk,1,Foods not protected from contamination,1000_20190617_103133
3392 24th St,big-mouth-burgers-san-francisco,burgers,,,Moderate Risk,3392 24th st,3392 24th st,San Francisco,US,3392 24th St,(415) 821-4821,1703.617879,ZPVCTXm4olsIEk4rWwAIWQ,https://s3-media2.fl.yelpcdn.com/bphoto/tsHvv0095FsZWpBRW7yj6A/o.jpg,FALSE,37.75225082,37.76089939,-122.4204514,-122.4364471,Big Mouth Burgers,14158214821,$$,3.5,536,Foods not protected from contamination,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Burgers,778,pickup,https://www.yelp.com/biz/big-mouth-burgers-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,big mouth burgers,3392 24th St,San Francisco,1002,BIG MOUTH BURGERS,,94110,CA,1,1,big mouth burgers,5/7/19,1002_20190507,92,Routine - Unscheduled,Moderate Risk,1,Foods not protected from contamination,1002_20190507_103133
801 Valencia St,valencia-pizza-and-pasta-san-francisco,pizza,,,Moderate Risk,801 valencia st,801 valencia st,San Francisco,US,801 Valencia St,(415) 642-1882,1341.168626,Syaydy3OIMsziI1spwAanA,https://s3-media4.fl.yelpcdn.com/bphoto/ge0AFvchW_oQLGG24OugBw/o.jpg,TRUE,37.75995,37.76089939,-122.42122,-122.4364471,Valencia Pizza & Pasta,14156421882,$$,4,431,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,67,delivery,https://www.yelp.com/biz/valencia-pizza-and-pasta-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,valencia pizza & pasta,801 VALENCIA St,San Francisco,1008,VALENCIA PIZZA & PASTA,14155641882,94110,CA,1,1,valencia pizza & pasta,4/3/19,1008_20190403,66,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,1008_20190403_103124
2815 Mission St,la-santaneca-de-la-mission-san-francisco,mexican,,,Moderate Risk,2815 mission st,2815 mission st,San Francisco,US,2815 Mission St,(415) 285-2131,1885.330359,a65f7jC8nGBZfmW31EtHbg,https://s3-media4.fl.yelpcdn.com/bphoto/_LIDyOv6OKk4m1McXiyx5g/o.jpg,FALSE,37.75192,37.76089939,-122.41814,-122.4364471,La Santaneca De La Mission,14152852131,$$,4,385,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Mexican,15,delivery,https://www.yelp.com/biz/la-santaneca-de-la-mission-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,la santaneca de la mission,2815 MISSION St,San Francisco,1021,LA SANTANECA DE LA MISSION,14155282131,94110,CA,1,1,la santaneca de la mission,4/2/19,1021_20190402,82,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,1021_20190402_103124
248 Divisadero St,phuket-thai-restaurant-san-francisco,thai,,,Low Risk,248 divisadero st,248 divisadero st,San Francisco,US,248 Divisadero St,(415) 864-8584,1143.049163,IHcOOCDt_NOENttBE7lWSg,https://s3-media1.fl.yelpcdn.com/bphoto/ZNoPSIMYkteyFrNcqGmwUQ/o.jpg,FALSE,37.77118,37.76089939,-122.43669,-122.4364471,Phuket Thai Restaurant,14158648584,$,3,159,Unapproved or unmaintained equipment or utensils,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Thai,34,pickup,https://www.yelp.com/biz/phuket-thai-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,phuket thai restaurant,248 DIVISADERO St,San Francisco,1026,PHUKET THAI RESTAURANT,14155979594,94117,CA,1,1,phuket thai restaurant,4/10/19,1026_20190410,71,Routine - Unscheduled,Low Risk,1,Unapproved or unmaintained equipment or utensils,1026_20190410_103144
500 Fell St,il-borgo-san-francisco,italian,,,High Risk,500 fell st,500 fell st,San Francisco,US,500 Fell St,(415) 255-9108,1870.717484,ZzlQeq0FH1m8AXoHF3qnpA,https://s3-media2.fl.yelpcdn.com/bphoto/DRuCE0vce-Lh-l4DZQJ4Fw/o.jpg,FALSE,37.77569,37.76089939,-122.42628,-122.4364471,Il Borgo,14152559108,$$,3.5,658,High risk vermin infestation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Italian,14,pickup,https://www.yelp.com/biz/il-borgo-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94102,il borgo,500 FELL St,San Francisco,1031,IL BORGO,,94102,CA,1,1,il borgo,4/1/19,1031_20190401,82,Routine - Unscheduled,High Risk,1,High risk vermin infestation,1031_20190401_103114
1696 Hayes St,central-coffee-tea-and-spice-san-francisco,cafes,,,Moderate Risk,1696 hayes st,1696 hayes st,San Francisco,US,1696 Hayes St,(415) 922-2008,1637.737016,b1zMlSbFOk5MfxJ_HiB4SA,https://s3-media2.fl.yelpcdn.com/bphoto/gXs2Y3tJhZ0RgzrCykMSGA/o.jpg,FALSE,37.77421944,37.76089939,-122.4442108,-122.4364471,Central Coffee Tea & Spice,14159222008,$,4.5,312,Inadequate food safety knowledge or lack of certified food safety manager,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Cafes,481,delivery,https://www.yelp.com/biz/central-coffee-tea-and-spice-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,central coffee tea & spice,1696 HAYES St,San Francisco,1043,CENTRAL COFFEE TEA & SPICE,,94117,CA,1,1,central coffee tea & spice,9/28/18,1043_20180928,83,Routine - Unscheduled,Moderate Risk,1,Inadequate food safety knowledge or lack of certified food safety manager,1043_20180928_103116
3122 16th St,pork-store-cafe-san-francisco-2,breakfast_brunch,,,Moderate Risk,1451 haight st,3122 16th st,San Francisco,US,3122 16th St,(415) 626-5523,1307.050038,zpJ9qABt_xhA6G4-qMvUrA,https://s3-media2.fl.yelpcdn.com/bphoto/qkXmUxJ0E163qeoJTa9lqQ/o.jpg,FALSE,37.764939,37.76089939,-122.4224839,-122.4364471,Pork Store Cafe,14156265523,$$,3.5,879,Moderate risk vermin infestation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Breakfast & Brunch,9,pickup,https://www.yelp.com/biz/pork-store-cafe-san-francisco-2?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94103,pork store cafe,1451 HAIGHT St,San Francisco,1047,PORK STORE CAFE,14155866981,94117,CA,1,1,pork store cafe,8/22/18,1047_20180822,83,Routine - Unscheduled,Moderate Risk,1,Moderate risk vermin infestation,1047_20180822_103131
1451 Haight St,pork-store-cafe-san-francisco,breakfast_brunch,,,Moderate Risk,1451 haight st,1451 haight st,San Francisco,US,1451 Haight St,(415) 864-6981,1320.19067,eOCVoXsOEnbr9c89RD0UEQ,https://s3-media2.fl.yelpcdn.com/bphoto/paHHn1uilDy9JeUYw9dgiQ/o.jpg,FALSE,37.76997,37.76089939,-122.44623,-122.4364471,Pork Store Cafe,14158646981,$$,4,1356,Moderate risk vermin infestation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Breakfast & Brunch,152,delivery,https://www.yelp.com/biz/pork-store-cafe-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94117,pork store cafe,1451 HAIGHT St,San Francisco,1047,PORK STORE CAFE,14155866981,94117,CA,1,1,pork store cafe,8/22/18,1047_20180822,83,Routine - Unscheduled,Moderate Risk,1,Moderate risk vermin infestation,1047_20180822_103131
2814 19th St,universal-cafe-san-francisco-5,breakfast_brunch,,,Low Risk,2814 19th st,2814 19th st,San Francisco,US,2814 19th St,(415) 821-4608,2276.913457,DlLsw9bJMJ-YdnrUp2G7mw,https://s3-media2.fl.yelpcdn.com/bphoto/JTHfLU4rlLQ3Xz19ShtacA/o.jpg,FALSE,37.76062,37.76089939,-122.41064,-122.4364471,Universal Cafe,14158214608,$$,4,1361,Inadequate dressing rooms or improper storage of personal items,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Breakfast & Brunch,643,pickup,https://www.yelp.com/biz/universal-cafe-san-francisco-5?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,universal cafe,2814 19th St,San Francisco,1065,UNIVERSAL CAFE,,94110,CA,1,1,universal cafe,7/18/19,1065_20190718,90,Routine - Unscheduled,Low Risk,1,Inadequate dressing rooms or improper storage of personal items,1065_20190718_103153
509 Valencia St,arinell-pizza-san-francisco,pizza,,,High Risk,509 valencia st,509 valencia st,San Francisco,US,509 Valencia St,(415) 255-1303,1362.163964,QjnmVuqVArA7d-syiUCiUw,https://s3-media1.fl.yelpcdn.com/bphoto/V8KOHsMSZKy6qA-72nusdA/o.jpg,FALSE,37.76469072,37.76089939,-122.4217121,-122.4364471,Arinell Pizza,14152551303,$,4,1165,High risk vermin infestation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Pizza,101,pickup,https://www.yelp.com/biz/arinell-pizza-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94110,arinell pizza,509 VALENCIA St,San Francisco,1081,ARINELL PIZZA,14155251303,94110,CA,1,1,arinell pizza,4/17/19,1081_20190417,89,Routine - Unscheduled,High Risk,1,High risk vermin infestation,1081_20190417_103114
2500 Geary Blvd,tonys-cable-car-restaurant-san-francisco,burgers,,,Moderate Risk,2500 geary blvd,2500 geary blvd,San Francisco,US,2500 Geary Blvd,(415) 931-2416,2552.375751,LOnMdHbYlpkRy0T2lf28fw,https://s3-media3.fl.yelpcdn.com/bphoto/_s8oR9tjmbahi9LJ7EgGLg/o.jpg,FALSE,37.78282,37.76089939,-122.44475,-122.4364471,Tony's Cable Car Restaurant,14159312416,$,3.5,408,Inadequately cleaned or sanitized food contact surfaces,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Burgers,418,pickup,https://www.yelp.com/biz/tonys-cable-car-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94115,tony's cable car restaurant,2500 GEARY Blvd,San Francisco,1135,Tony's Cable Car Restaurant,,94115,CA,1,1,tony's cable car restaurant,11/2/17,1135_20171102,96,Routine - Unscheduled,Moderate Risk,1,Inadequately cleaned or sanitized food contact surfaces,1135_20171102_103124
28 Van Ness Ave,mini-cafe-san-francisco-3,vietnamese,,,Moderate Risk,28 van ness,28 van ness ave,San Francisco,US,28 Van Ness Ave,(415) 436-0177,2248.056938,9MuV8P0WwlWPidYY2eC8Vg,https://s3-media2.fl.yelpcdn.com/bphoto/9IDs3BAwEp7Wbf2m8FCVCQ/o.jpg,FALSE,37.77589987,37.76089939,-122.4193003,-122.4364471,Mini Cafe,14154360177,$,4,69,Inadequate and inaccessible handwashing facilities,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Vietnamese,4600,pickup,https://www.yelp.com/biz/mini-cafe-san-francisco-3?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94103,mini cafe,28 VAN NESS,San Francisco,1139,MINI CAFE,14155430177,94102,CA,1,1,mini cafe,11/27/17,1139_20171127,69,Routine - Unscheduled,Moderate Risk,1,Inadequate and inaccessible handwashing facilities,1139_20171127_103119
776 Arguello Blvd,okina-sushi-san-francisco,sushi,,,No Risk,776 arguello blvd,776 arguello blvd,San Francisco,US,776 Arguello Blvd,(415) 387-8882,2525.595883,DpZYSh3CLj2A1B5jCVXvfw,https://s3-media3.fl.yelpcdn.com/bphoto/UtQgvemkPu_l_1uJs2z2HA/o.jpg,FALSE,37.77574,37.76089939,-122.45812,-122.4364471,Okina Sushi,14153878882,$$,4,398,No violation found,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Sushi Bars,15,delivery,https://www.yelp.com/biz/okina-sushi-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,okina sushi,776 Arguello Blvd,San Francisco,1188,OKINA SUSHI,,94118,CA,1,1,okina sushi,6/20/19,1188_20190620,100,Routine - Unscheduled,,1,,
537 Balboa St,tekka-japanese-restaurant-san-francisco,japanese,,,High Risk,0537 balboa st,537 balboa st,San Francisco,US,537 Balboa St,,3064.561809,BLcV0Z4nzKLkCjneKrTclA,https://s3-media3.fl.yelpcdn.com/bphoto/lvZcGffraPp12WynuC8WSw/o.jpg,FALSE,37.7770524,37.76089939,-122.4647183,-122.4364471,Tekka Japanese Restaurant,,$$$,4,409,High risk food holding temperature,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Japanese,256,delivery,https://www.yelp.com/biz/tekka-japanese-restaurant-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,tekka japanese restaurant,0537 BALBOA St,San Francisco,1191,TEKKA JAPANESE RESTAURANT,14150521330,94118,CA,1,1,tekka japanese restaurant,7/10/18,1191_20180710,86,Routine - Unscheduled,High Risk,1,High risk food holding temperature,1191_20180710_103103
3585 California St,sweet-things-san-francisco,bakeries,,,No Risk,3585 california st,3585 california st,San Francisco,US,3585 California St,(415) 221-8583,3161.258411,w83ZWz4tEBTIct6l8GS7TQ,https://s3-media2.fl.yelpcdn.com/bphoto/_aSflUhH9p5OtlkNoTu1SA/o.jpg,FALSE,37.78608,37.76089939,-122.45275,-122.4364471,Sweet Things,14152218583,$$,4,147,No violation found,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Bakeries,3100,delivery,https://www.yelp.com/biz/sweet-things-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,sweet things,3585 CALIFORNIA St,San Francisco,1194,SWEET THINGS,,94118,CA,1,1,sweet things,10/1/18,1194_20181001,100,Routine - Unscheduled,,1,,
4403 Geary Blvd,tawans-thai-food-san-francisco,thai,,,Low Risk,4403 geary blvd,4403 geary blvd,San Francisco,US,4403 Geary Blvd,(415) 751-5175,3437.19791,ZX5XUU9z1nmoUyiuPtjSLg,https://s3-media3.fl.yelpcdn.com/bphoto/PSsBfy0BML2V4TreQKvW9w/o.jpg,FALSE,37.7806,37.76089939,-122.46658,-122.4364471,Tawan's Thai Food,14157515175,$$,4,401,Other low risk violation,CA,"SF Data Restaurant Scores.xlsx/Restaurant_Scores_-_LIVES_Stand,yelp_data_final.xlsx/yelp_data_final",Thai,13,pickup,https://www.yelp.com/biz/tawans-thai-food-san-francisco?adjust_creative=GO4ydstg2mCycanD76Qkrw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=GO4ydstg2mCycanD76Qkrw,94118,tawan's thai food,4403 GEARY Blvd,San Francisco,1203,TAWAN'S THAI FOOD,14155755175,94118,CA,1,1,tawan's thai food,8/14/19,1203_20190814,83,Routine - Unscheduled,Low Risk,1,Other low risk violation,1203_20190814_103162
